"promt","id"
"photo of misrori person  inspired by  Adonna Khare, Apollinary Vasnetsov, David Shrigley, Andréi Arinouchkine, Alberto Sughi Jayison Devadas, fashion design, photo - realistic, cinematic composition, key insect, by tooth wu, digital portrait, designed by Aesop, volumetric light, 50mm portrait, wimmelbilder, graphic design, unreal engine —ar 16:9, Whimsical Art, closed visor","095"
"portrai photo of misrori person inspired by  George Frederic Watts, John Atkinson Grimshaw, Artus Scheiner, Chantal Joffe, Scarlett Hooft Graafland, Beauford Delaney, Abdel Hadi Al Gazzar, Alex Alemany medium shot, femme fatale, unreal engine --ar 16:9, ancient indonesia, background mountains, heteromorphic, anthony jones, very oni spell, lots of windows, elena of avalor, Tall factory, gurren lagann","096"
"photo of misrori person  inspired by  Albrecht Anker, Boris Kustodiev, Enki Bilal, Ferdinand Van Kessel, Kehinde Wiley in full frame, oilpainting, unreal engine --ar 16:9, ultrarealistic, national geographic, person in foreground, intricate line drawings, curated collection, mucosae membrane, Arte Cyberpunk, falling stars, accents providence, fire and smoke","097"
"photo of misrori person  inspired by  Peter Milligan, Steve Lieber, Allie Brosh, Helio Oiticica, Gustave Doré, Christian Dimitrov photograph, shadows realism, sharp Artem Demura, attractive, / hornwort, space mumford. gems, photoshopped, award winning, octane render, marginalia --ar 9:16, hyper-realistic, Yoshitaka Amano, volumetric light, in the style of artgerm","098"
"photo of misrori person  inspired by  Balthus, Albert Goodwin, Winslow Homer beautiful bright colors, by james gurney, 3d printed canopy, Jayison Devadas, brush effect, ingredients, five fingers, octane rendered, and CloverWorks, ultra - detailed","099"
"photo of misrori person  inspired by  Richard Deacon, Ryohei Hase, Louis Janmot, Frank Frazetta, Carl Larsson, Ryan McGinley fantasy character, photo-realistic, glitchcore, joanna gaines, rendered in Enscape, with rays of sunshine, art station, forest kodak skeleton, frostbite 3 engine, underexposed, pincushion lens effect.","100"
"photo of misrori person  inspired by  Valerie Hegarty, Lucas Cranach the Elder, Marcus Selmer tomasz alen kopera, matte painting, inside karol very epcot, excellent composition, 8 a 3 d outfit, --stylize 5000 --ar 1:2, realistic, pen and ink, symmetrical","101"
"photo of misrori person  inspired by  Louis Rhead, Anne Rothenstein, Bordalo II technological rings, highly saturated colors, artstation —ar 16:9, pale skin and dark eyes, maison de verre, breathtaking landscape, ultra - detailed, warm lighting, high poly model","102"
"photo of misrori person  inspired by  Alex Prager, Angela Barrett, Thomas Gainsborough, Karel Appel, Jon McCoy, Jamie Hawkesworth, Mati Klarwein photo - realistic, complex 3 d render, beautiful painting, external organ systems, character design, femme fatale, trending in artstation, kannon glitchcore, greg beeple","103"
"portrai photo of misrori person inspired by  Augustus Edwin Mulready, Posuka Demizu, Arthur Stanley Wilkinson, Stevan Dohanos, Nan Goldin, Evelyn De Morgan, Honor C. Appleton Errolson Hugh, exterior view, and CloverWorks, Maciej Kuciara, hyper - realistic, typography, anthony jones, foam bubble translucent, insane detail","104"
"photo of misrori person  inspired by  Vivian Maier, Aquirax Uno, Arnold Bocklin, Adam Elsheimer, Georg Jensen generative design, piercing green eyes, letter ""A"", intricate artwork, chanel jewelry, Character design, depth of field, octane rendered, magazine shoot, cutest bored girl","105"
"portrai photo of misrori person inspired by  David B. Mattingly, Hans Bellmer, Slim Aarons, Elaine de Kooning, Josh Keyes sharp focus, Maciej Kuciara, Arte Robot, guages in ears, facial muscles, werable tech, fashion show, 8 k high definition, centered in frame, John J. Park","106"
"portrai photo of misrori person inspired by  Donato Giancola, Daniel Garber, Jerzy Duda-Gracz, Russell Ayto, Frederick McCubbin, Sou Fujimoto unreal engine —ar 16:9, character concepts, rendered in Enscape, global illumination, Noah Bradley, painterly concept art, volcanic landscape, kannon glitchcore, centered in frame, epic composition, oversharpened, Rendered in Octane, cyberpunk setting, Phuoc Quan","107"
"photo of misrori person  inspired by  Jeff Goldblum, Hervé Guibert, Junji Ito shot in the photo studio, Noah Bradley, full body shot, cavelike interiors, guages in ears, tooth robot, lens flares effects, with aqua water, James Paick, cottagecore!!, cinematic composition","108"
"photo of misrori person  inspired by  John Anster Fitzgerald, Matt Groening, Tibor Nagy, Ed Benedict, Wim Crouwel, Alexey Kurbatov, Sacha Goldberger, Wolf Kahn vibrant colors, defined face, studio quality, swirly bokeh, streaks of light, smooth render, key portrait realism, Vincent Callebaut, Sci Fi Art, corona render, measurements, masterpiece, atmospheric, insanely detailed","109"
"portrai photo of misrori person inspired by  Pascal Blanche, Dan Witz, Joseph Cornell, Helen Frankenthaler, Victor Brauner, Kobayashi Kiyochika, Artemisia Gentileschi ultra - detailed, unreal engine —ar 16:9, albedo from overlord, background mountains, kitchen and living room, studio ghibli, very oni spell, realistic eyes, Noah Bradley, character design, infographic, streaks of light, new media design, high coherence","110"
"photo of misrori person  inspired by  Barbara Hepworth, John Constable, Marco Mazzoni, Lady Pink, Dorothy Lathrop, Arshile Gorky thoughtful, portra spell, heteromorphic, highly saturated colors, golden hour, art station, glossy material, Doug Chiang","111"
"photo of misrori person  inspired by  Alex Prager, Guillermo del Toro, Anish Kapoor, George Herriman, Tristan Eaton, Cliff Chiang, Armand Guillaumin, Francisco De Goya Matte painting, new media design, darriel diano style, Victo Ngai, anatomical, 50mm portrait, digital painting, temple in ruines, james jean, clean environment, clothing design","112"
"photo of misrori person  inspired by  Billy Childish, Luis Royo, Alan Parry, Kasia Nowowiejska, Abigail Larson photorealistic, clean environment, Hans Zatzka, pestilence, techwear fashion, compound eye of insect, the providence, sharp focus, fantasy character, fashion design","113"
"photo of misrori person  inspired by  Raymond Briggs, Lori Earley, Gareth Pugh, Evelyn De Morgan, Alessandro Allori, E. H. Shepard, Salvador Dali, Reginald Marsh techwear fashion, high ceiling, background, Kentaro Miura, the coherent detailed, Sou Fujimoto, futuristic, Caspar David Friedrich","114"
"portrai photo of misrori person inspired by  Joan Tuset, Quint Buchholz, Marie Guillemine Benoist, Bertil Nilsson new classic, Ivan Aivazovsky, gold on white, multiple eyes, 8k resolution, cottagecore!!, smooth render, peter mohrbacher, rei kawakubo, ultrarealistic, attractive, medium shot, concept art","115"
"portrai photo of misrori person inspired by  Titian, Vivian Maier, William Wegman, Peter Elson, John Atherton, Benoit B. Mandelbrot, Georg Jensen, Norman Foster blood octane glitchcore, dramatic light, glowing ruins, fashion show, beach blonde hair, pincushion lens effect., Greg Rutkowski, 4 fantasy artwork, anatomically correct, photo-realistic","116"
"photo of misrori person  inspired by  Hieronymus Bosch, Augustus Edwin Mulready, Jim Davis photorealistic, Character design, broken mask, hyper detailed, hardware parts, highly saturated colors, dramatic angle, trending on artstation, infographic, anthony jones, cyberpunk setting, beautiful bright colors, A detailed infographic, insane detail, temple in ruines","117"
"portrai photo of misrori person inspired by  Maria Pascual Alberich, Arnold Böcklin, Hans Bellmer inside karol very epcot, hiperealistic, tall building, monster character, Rendered in Octane, facing camera, soft colors, moleksandra shchaslyva, red lightning","118"
"portrai photo of misrori person inspired by  Dora Carrington, Lucian Freud, Damien Hirst, David Teniers the Younger wojtek fus, highly saturated colors, external organ systems, exterior view, baroque art jewelry, global illumination, highly station, kannon glitchcore, Game of Thrones, fashion study, long light gold hair, hamburger meat, Armageddon, greg beeple","119"
"photo of misrori person  inspired by  Joe Jusko, Rumiko Takahashi, Giotto Di Bondone, Ivan Bilibin intricate abstract, full body illustration, 3 5 mm film photography, Arte Cyberpunk, beautiful art landscape, hardware parts, insane detail, comme de garcon, 68 year old man, 4k real-time graphics, artstation trending, giygas dan art","120"
"photo of misrori person  inspired by  Ansel Adams, Victoria Crowe, Anne Bachelier falling stars, Omnious intricate, jon foster, 3d printed canopy, serene landscape, corona render, Blender and Photoshop, 8k --ar 3:1, scientific, highly station, insane detail, intricate line drawings","121"
"photo of misrori person  inspired by  Meryl McMaster, Robert Irwin, Yves Tanguy rendered in octane, volumetric light, hq artwork, ar 2:3 --uplight, rei kawakubo, facing camera, Arte Cyberpunk, Yohji Yamamoto","122"
"photo of misrori person  inspired by  Paul Wonner, Tsutomu Nihei, Max Weber, James Gillray outstanding, Garden+factory, chanel jewelry, Lord of the rings, chic strapless dress, colorful highlights, intricate complexity, intricate line drawings","123"
"portrai photo of misrori person inspired by  Alasdair McLellan, Andreas Vesalius, Arthur Adams, Phil Noto ultra wide angle, james jean, clothing concept, key portrait realism, arney freytag, ethereal lights, hypermaximalist, pestilence, wood pallets","124"
"photo of misrori person  inspired by  Shotaro Ishinomori, Walt Kelly, Andrey Remnev, Robert Antoine Pinchon hyper realism, high detail, temple in ruines, heteromorphic, symmetrical eyes, marginalia --ar 9:16, Hans Zatzka, high contrast, global illumination, breathtaking, cannon cinematic, corona render, alien monster, large window","125"
"photo of misrori person  inspired by  Daniel Garber, Ben Goossens, Aristide Maillol, Robert Motherwell, Klaus Janson, Jack Butler Yeats, Fernand Khnopff, Auguste Mambour Concept Art, oni compound artwork, blood octane glitchcore, throne and altar, hypermaximalist, defined face, serene landscape, femme fatale, external organ systems, simplistic","126"
"portrai photo of misrori person inspired by  Thornton Oakley, Jean-François Millet, Squeak Carnwath, John Salminen, Paula Modersohn-Becker, Henry Asencio 4 fantasy artwork, 8 k realistic, giygas dan art, tomasz alen kopera, beautiful art landscape, white fabric landscape, intricate line drawings, anatomically correct","127"
"photo of misrori person  inspired by  Käthe Kollwitz, James Thomas Watts, Matthias Grünewald elena of avalor, Character design, brush effect, hyper - realistic, the library of gems, hard surface, concept art, organic dress, trending on ArtStation","128"
"photo of misrori person  inspired by  Martiros Saryan, Robert Irwin, James Montgomery Flagg, David Teniers the Younger, Michelangelo Merisi Da Caravaggio, Tan Zhi Hui wooden floor, glossy material, Rendered in Octane, octane skeleton, beautiful bright colors, d & d wallpaper, marc simonetti, relaxing on a couch, white fabric landscape, octane rendered, award winning photo, comme de garcon, letter ""A""","129"
"portrai photo of misrori person inspired by  Gil Elvgren, Ken Sugimori, Théodore Géricault, Jillian Tamaki, Clara Miller Burd, Alois Arnegger, Todd Schorr, Alexandre Calame pestilence, Dan Mumford, interior architecture, inside karol very epcot, octane blood 8 realism, hq artwork, new media design, volcanic landscape, astonishing, postprocessing, pincushion lens effect., kitchen and living room","130"
"photo of misrori person  inspired by  Keith Parkinson, Louis Wain, Hendrick Goltzius, Helmut Newton, Chantal Joffe gurren lagann, blue robes, unreal engine, photo-realistic, hyperrealism, graphic design, digital art, temple in ruines, Tom Bagshaw, wojtek fus","131"
"portrai photo of misrori person inspired by  Liam Wong, Stephen Shore, Maria Pascual Alberich, George Stubbs, Alice Bailly, Brian Kesinger, Dmitry Kustanovich corona render, ancient indonesia, yohji yamamoto, precise correct anatomy, marling artstation, hamburger meat, of very up, typography annotations, letter ""A"", d & d concept art, exoskeleton, of sparking 8 abstract, Yoshitaka Amano","132"
"photo of misrori person  inspired by  Thomas Eakins, Bill Watterson, Giovanni Battista Bracelli, Squeak Carnwath, Romero Britto tomasz alen kopera, path traced, interior design, Greg Rutkowski, temple in ruines, masterpiece, ambient occlusion, defined face","133"
"photo of misrori person  inspired by  Henri Fantin Latour, Thomas Allom, Charles Liu, James Turrell, Andy Warhol, David Shrigley key portrait realism, warm lighting, vibrant colors, artstation —ar 16:9, sharp focus, Fashion photo shoot, high detail, 8 k high definition, photo-realistic, pools of crimson, infographic, Noah Bradley, technological rings, intricate giygas render","134"
"photo of misrori person  inspired by  Arshile Gorky, Jorge Jacinto, Mark Ryden, Luis Royo, Carel Willink, Liu Ye, Rockwell Kent excellent composition, schematics, ultra high detail, full character, relaxing on a couch, ceremonial symbols, jon foster, translucent skin, wood walls","135"
"photo of misrori person  inspired by  Bill Jacklin, Alex Grey, J. J. Grandville, Juergen Teller, Ub Iwerks, Barry McGee, Wayne Barlowe outstanding, art station, wearing casual clothes, made in Maya, seamless pattern, wood walls, A detailed infographic, new classic, of sparking 8 abstract","136"
"photo of misrori person  inspired by  Mikhail Vrubel, Jim Woodring, Casey Weldon the coherent detailed, / hornwort, cannon cinematic, marc simonetti, guages in ears, dynamic pose, male druid, rim lightingDeviant-art, Fashion photo shoot","137"
"photo of misrori person  inspired by  Paul Gustav Fischer, Dora Maar, Liu Ye, Sandra Chevrier, Raphael epic composition, Greg rutkowski, defined face, high definition, falling stars, centered in frame, wood walls, hyper realistic, small smile, shafts of lighting, futurescape, award winning photo, forest kodak skeleton","138"
"portrai photo of misrori person inspired by  Josephine Wall, Affandi, Stan Lee, Barclay Shaw chanel jewelry, mid century modern, darriel diano style, Junji Murakami, swirling scarlet cloth, futuristic, Lord of the rings, high contrast, ultra-detailed, Blender and Photoshop, Magic the gathering, albino eyes, ctane render, octane render, peter mohrbacher","139"
"photo of misrori person  inspired by  Sheilah Beckett, Bob Ross, Philippe Parreno, Antonio Mancini, Raymond Briggs twisted house, full character, lots of windows, darriel diano style, chic strapless dress, iridescent accents, eating space, digital art","140"
"photo of misrori person  inspired by  George Ault, Greg Simkins, Viviane Sassen, Jeremy Geddes, Sonia Delaunay, Mead Schaeffer natural light, letter ""A"", scientific, small smile, by Makoto Shinkai, octane rendered, corona render, golden hour","141"
"photo of misrori person  inspired by  Michael Hutter, Yuri Ivanovich Pimenov, Kuno Veeber, Kay Sage, David Teniers the Younger, Paul Wonner, Silvestro Lega, Bill Sienkiewicz warm colors, comme de garcon, wizard robot, kodak close, / hornwort, rim lightingDeviant-art, crepuscular ray, natural lighting, vibrant high contrast","142"
"photo of misrori person  inspired by  Jack Davis, Hilma AF Klint, Bernardo Strozzi, Andrea Kowch, William Kentridge, Theo van Rysselberghe, Albert Watson fashion show, unreal engine, subsurface scattering, glitch art, golden colour, intricate giygas render, character concepts, tropical sea background, 0 brainsucker render, blood octane glitchcore, baroque art jewelry, studio quality, ingredients, femme fatale","143"
"photo of misrori person  inspired by  Walt Kelly, Harriet Backer, Rene Laloux, Gilbert Stuart, Helmut Newton, Alan Bean, Charles-Francois Daubigny, Ryan Stegman cinematic lighting, Edward Tufte, full body shot, medium shot, by andrei riabovitchev, mike mignola, precise correct anatomy, blood octane glitchcore, cannon cinematic, typography, external organ systems, falling stars, dramatic masterpiece, photorealism, Victo Ngai","144"
"photo of misrori person  inspired by  Oskar Fischinger, Jacques Le Moyne, Anja Percival, Kengo Kuma, Otto Dix full character, tarot card, wimmelbilder, fashion study, new media design, unreal engine 5, ctane render, portait image, natural light, Tom Bagshaw, glowing ruins, detailed illustration, sitting on bed","145"
"portrai photo of misrori person inspired by  Bjarke Ingels, Diego Rivera, Edward Gorey, Daniel Garber, Victor Brauner, Jamie McKelvie trending in artstation, exploration, Hans Zatzka, glitch android, hyper - realistic, turbulent sea, artstation —ar 16:9, Phuoc Quan, five fingers","146"
"photo of misrori person  inspired by  Raymond Duchamp-Villon, Takato Yamamoto, Thomas Benjamin Kennington, Emil Ferris, Ferdinand Van Kessel, Gordon Browne pools of crimson, realistic painting, Ivan Aivazovsky, 0 brainsucker render, windblown hair, Greg Rutkowski, curated collection, red cosplay headwear, warm lighting, character concept art","147"
"photo of misrori person  inspired by  Wolf Kahn, Francesca Woodman, Louis Wain, Henri Rousseau 50mm portrait, pen and ink, elena of avalor, hyper-realistic, Maciej Kuciara, black fishnet wear, award winning, concrete table, wizard robot, ceremonial symbols, raphael lacoste, giygas dan art, 4k real-time graphics, serene landscape, looking away","148"
"photo of misrori person  inspired by  Paul Laffoley, Hans Baluschek, Raphaelle Peale, Allie Brosh, Giovanni Battista Gaulli, Carel Willink, Pawel Kuczynski bright and colorful, black scarf, smooth landscape, ancient indonesia, astonishing, closed visor, Junji Murakami, postprocessing, alien detailed, symmetrical face, rendered in unreal 5, temple in ruines, solarpunk in deviantart, seamless pattern, rim lightingDeviant-art","149"
"photo of misrori person  inspired by  Brett Whiteley, Alan Lee, Alex Horley, Alex Gross, Candido Portinari shot in the photo studio, realistic, artstation —ar 16:9, digital painting, beautiful painting, natural lighting, Errolson Hugh, oilpainting, james jean, alien monster, zdzisław art, global illumination, sharp focus, compound eye of insect","150"
"portrai photo of misrori person inspired by  Guido Crepax, Cory Arcangel, Diane Arbus, Kunisada, Alex Schomburg, Francis Picabia, Arturo Souto Victo Ngai, darriel diano style, modern art, Herbert Bauer, glamorous pose, cannon cinematic, unreal engine 5, DeviantArt, anatomically correct, art station, red lightning, glossy material, brush effect, Vincent Callebaut","151"
"photo of misrori person  inspired by  Masaaki Sasamoto, Mort Kunstler, Gjon Mili Hiroshi Yoshida, typography, vibrant high contrast, five fingers, temple in ruines, walking on the starlight, foam bubble translucent, Concept Art, wood pallets, baroque art jewelry, Ivan Aivazovsky, male anime character, blood octane glitchcore, spiderweb structure, convoluted spaces","152"
"photo of misrori person  inspired by  Lucian Freud, David Choe, Piotr Jabłoński, Constant Permeke, Klaus Janson, Hayao Miyazaki, Juan Gris Sharandula, simplistic, black and bronze paper, hyper render, facing camera, anatomically correct, Tomas Honz, wood pallets, unreal engine --ar 16:9","153"
"photo of misrori person  inspired by  Raja Ravi Varma, William Wegman, John Frederick Kensett, J.M.W. Turner, Charles Gwathmey, Anton Semenov mid century modern, fog like london, inside karol very epcot, glass mezzanine level, albedo from overlord, key portrait realism, intricate line drawings, darriel diano style, fantasy character","154"
"portrai photo of misrori person inspired by  Tom Hammick, Jeff Lemire, Adi Granov, Masaaki Sasamoto, Louis Comfort Tiffany greg beeple, heteromorphic, natural soft rim light, glamorous pose, 8k resolution, infographic, key portrait realism, fatty tissue, Game of Thrones","155"
"photo of misrori person  inspired by  Albert Joseph Moore, John Currin, Tintoretto, Étienne-Louis Boullée, John Atherton pestilence, by android render, hyperdetailed, unreal engine —ar 16:9, translucent skin, windblown hair, rim lighting, painterly concept art, attractive, Lord of the rings, colour bloom drone tech, clothing design","156"
"photo of misrori person  inspired by  Armand Point, David Spriggs, Emmanuelle Moureaux portra spell, breathtaking, small smile, glitch android, by james mccarthy, werable tech, ceremonial symbols, hyperrealistic, of very up, intricate giygas render","157"
"photo of misrori person  inspired by  Russell Ayto, Anne-Louis Girodet, Candido Portinari, Fernand Toussaint, Henry Ossawa Tanner, Alessandro Barbucci portait image, Ilya Kuvshinov, / hornwort, seamless pattern, 68 year old man, pale skin and dark eyes, mike mignola, astonishing, 8 k post - production, technological rings","158"
"portrai photo of misrori person inspired by  John Bratby, Georgia O’Keeffe, Moebius, James Abbott McNeill Whistler, Luisa Russo, Adolph Menzel extremely high detail, mid century modern, clothing design, spiderweb structure, glitch art, body portrait, precise correct anatomy, alien detailed, dramatic masterpiece, very oni spell, ethereal lights, beautiful views, solarpunk in deviantart, radiant light, national geographic","159"
"portrai photo of misrori person inspired by  Aaron Siskind, Ryan McGinley, Alexander Kanoldt, Viktor Vasnetsov, Jean-Léon Gérôme, Frida Kahlo realistic painting, golden hour, space mumford. gems, studio quality, artstation, glitch android, cavelike interiors, blue on red, by james mccarthy, long light gold hair, 8 k realistic, key realism, fatty tissue, of character, final character","160"
"photo of misrori person  inspired by  John Singer Sargent, Amanda Clark, Sven Nordqvist, Alfred Parsons arney freytag, foam bubble translucent, realistic eyes, / hornwort, rim lightingDeviant-art, from octane mask, John J. Park, photograph, vibrant high contrast, monster character, inside karol very epcot, Mucha Klimt, interior architecture, natural light, hyper render","161"
"portrai photo of misrori person inspired by  Honoré Daumier, Jeanloup Sieff, Al Capp, Gerald Brom, Michelangelo Buonarroti, Ben Quilty falling stars, octane rend, portra spell, Yohji Yamamoto, yohji yamamoto, fire and smoke, volumetric lighting, maison de verre, manga style, trending on Artstation, mucosae membrane","162"
"photo of misrori person  inspired by  Judy Chicago, Frank Stella, Marina Abramović, Martiros Saryan long light gold hair, natural light, d & d wallpaper, the coherent detailed, A few roses, portra spell, glitchcore, hyper - realistic, hard surface, spiderweb structure, symmetrical face, james jean","163"
"portrai photo of misrori person inspired by  Giovanni Battista Gaulli, Dustin Nguyen, Tadao Ando mini tornado stickers, wimmelbilder, hyper realism --uplight, body portrait, raphael lacoste, tooth robot, spiderweb structure, tree house in the forest, arney freytag, broken mask, Tall factory, indoor potted tree, Phuoc Quan","164"
"photo of misrori person  inspired by  Richard Corben, Jean Giraud, Frank Stella, Guillermo del Toro, James Abbott McNeill Whistler, Flora Borsi, Ernst Haeckel, Gianluca Foli award winning, extremely detailed, wooden floor, Errolson Hugh, Lord of the rings, 16K resolution, dramatic angle, gold on white, by andrei riabovitchev, guages in ears, fog like london","165"
"photo of misrori person  inspired by  Jason Chan, Norman Foster, Elaine de Kooning, Kazimir Malevich ultra detailed, photorealism, turbulent sea, mini tornado stickers, cinematic epic, by craig mullins, portra spell, Maciej Kuciara, side profile, intricate wlop, Dan Mumford, space mumford. gems, kodak close","166"
"photo of misrori person  inspired by  Makoto Shinkai, Agnes Lawrence Pelton, Stephen Gammell, Alex Colville, Hendrick Cornelisz Vroom, Jean-Michel Basquiat, Mikhail Larionov, Honoré Daumier with aqua water, Noah Bradley, walking on the starlight, cavelike interiors, national geographic, Arte Cyberpunk, oversharpened, black scarf, beach blonde hair","167"
"photo of misrori person  inspired by  Eyvind Earle, Aleksey Savrasov, Anna Ancher, Kuno Veeber, Anish Kapoor, Jimmy Lawlor, Bruno Walpoth, Sally Mann Vincent Callebaut, closed visor, Character Design, spiderweb structure, Victo Ngai, gurren lagann, piercing green eyes, mouth closed, side profile, hypermaximalist, joanna gaines, background mountains, convoluted spaces","168"
"portrai photo of misrori person inspired by  Henriette Grindat, Jean-Léon Gérôme, Jean-Louis Prevost, Jeanloup Sieff, Giuseppe Arcimboldo, Louise Bourgeois, Yves Tanguy the eye of the storm, golden colour, soft lighting, intricate detail, breathtaking landscape, Deviant-art, yohji yamamoto, 0 brainsucker render, fatty tissue","169"
"portrai photo of misrori person inspired by  Jan Van Eyck, Pieter de Hooch, Joseph Mallord William Turner, Anton Mauve octane rend, james jean, marco feeling, fantasy character, in full frame, body portrait, Mucha Klimt, red cosplay headwear","170"
"photo of misrori person  inspired by  Lesley Vance, Jerzy Duda-Gracz, Sonia Delaunay, Alfred Sisley, Lyonel Feininger, Paul Henry, Dustin Nguyen, Bill Viola the coherent detailed, portait image, octane skeleton, shot in the photo studio, digital painting, schematics, arney freytag, generative design, Lord of the rings, Nausicaa Ghibli, lots of windows, photo-realistic, the eye of the storm, ingredients","171"
"portrai photo of misrori person inspired by  Hans Bellmer, Ramon Casas, Charles Camoin breathtaking, dramatic light, by andrei riabovitchev, rim lightingDeviant-art, blood octane glitchcore, high resolution, guerilla group, masterpiece, beach blonde hair, rim lighting","172"
"portrai photo of misrori person inspired by  Anne Brigman, Russell Ayto, Hyacinthe Rigaud, Daniel Ridgway Knight, Alex Gross earth architecture, --stylize 5000 --ar 1:2, darriel diano style, moleksandra shchaslyva, concept art, unreal engine 5, medium shot, male druid, Arte Cyberpunk, the providence, marginalia, A world of fire, peter mohrbacher","173"
"portrai photo of misrori person inspired by  Paul Ranson, Noah Bradley, Jan Van Eyck, Chip Zdarsky, Alan Parry wide angle, dark background, natural soft rim light, iridescent wu, character concept, ultra wide angle, 8k --ar 3:1, octane rend, marling artstation, albedo from overlord, craig mullins, depth of field, designed by Aesop, rim lighting, the coherent detailed","174"
"photo of misrori person  inspired by  Julius Horsthuis, Tove Jansson, Chris Moore, Aubrey Beardsley, Kenne Gregoire, Patricia Polacco, John Duncan, Joan Miró unreal engine --ar 9:16, full body illustration, highly detailed, by Makoto Shinkai, hyper - realistic, yohji yamamoto, white exterior facade, being lit by fireflames, high definition, marco feeling, hypermaximalist, ultra realistic","175"
"photo of misrori person  inspired by  Dustin Nguyen, Luca Boni, Georges de La Tour, David Choe, Roberto Parada, Jean Bourdichon, Gwen John, John Howe small smile, large window, dramatic angle, aurora borialis, 4 fantasy artwork, exploration, heteromorphic, marling artstation, pincushion lens effect., trending on ArtStation, organic dress, global illumination, tooth robot, giygas dan art, full body shot","176"
"portrai photo of misrori person inspired by  Piet Mondrian, Joe Jusko, Jeff Simpson intricate details, realistic, by craig mullins, kodak close, movie concept art, pink ribbons, on black canvas, hiperealistic","177"
"photo of misrori person  inspired by  Juan Gris, Giuseppe de Nittis, Kentaro Miura, Ferdinand Knab, Brenda Zlamany, Joe Fenton, Aristide Maillol, Arthur Wardle character concepts, Character Design, character illustration, cavelike interiors, portait image, tribal panther make up, hiperealistic, 68 year old man","178"
"photo of misrori person  inspired by  Augustus Jansson, Chad Knight, Piotr Jabłoński, Leiji Matsumoto organic dress, character concept, glitchcore, realistic eyes, radiant eyes, hiperealistic, intricate detail, golden ratio, black and bronze paper, falling stars","179"
"photo of misrori person  inspired by  Steve Henderson, Zdzisław Beksiński, Terry Redlin, Angus McKie, Arthur Lismer, Tony Moore, Jack Kirby award - winning photo, translucent skin, typography annotations, infographic, photo realistic, Maciej Kuciara, monster character, paint flecks, hyper realism, ambient occlusion, twisted house","180"
"portrai photo of misrori person inspired by  Hilma AF Klint, Norman Foster, William Blake, Chip Zdarsky, Frits Van den Berghe, Joe Webb, Jean Dubuffet, Albert Servaes Craig Mullins, ultra detailed, swirling scarlet cloth, multiple eyes, new classic, compound eye of insect, giygas dan art, Sou Fujimoto, glass mezzanine level, peter mohrbacher, tree house in the forest, femme fatale","181"
"portrai photo of misrori person inspired by  Andy Warhol, Jun Kaneko, David Finch, Richard Dadd, Jean-François Millet, Alvin Langdon Coburn night time, designed by Aesop, Yoshitaka Amano, clothing concept, photorealistic, glamorous pose, gold on white, sitting on bed, by james gurney, fashion design, octane rend, smooth render, directions","182"
"portrai photo of misrori person inspired by  Desmond Morris, Julian Calle, Carl Gustav Carus, Peter Zumthor, Jean Arp unreal engine —ar 16:9, Sou Fujimoto, giygas dan art, human scales, chanel jewelry, beautiful art landscape, exterior view, Stanley Artgerm Lau, underexposed, Kentaro Miura, smooth render, key realism, corona render, wizard robot","183"
"photo of misrori person  inspired by  Guido Borelli Da Caluso, Martin Kippenberger, Archibald Thorburn splashes of red, rim lighting, blue on red, background, 8 k high definition, attractive, cutest bored girl, --stylize 5000 --ar 1:2, key portrait realism, heteromorphic","184"
"photo of misrori person  inspired by  Stuart Immonen, Go Nagai, Brenda Zlamany, Alexander Milne Calder, Paolo Roversi, Alfred Heber Hutty Sharandula, symmetrical, character illustration, karol cinematic, alien monster, technological rings, inside karol very epcot, fog like london, fashion show","185"
"photo of misrori person  inspired by  Rebecca Sugar, Alyssa Monks, Ben Templesmith, Saturno Butto, Alex Grey, Alan Parry, Alice Bailly pincushion lens effect., 50mm portrait, ctane render, astonishing, aurora borialis, earth architecture, by Makoto Shinkai, clothing concept, mike mignola","186"
"portrai photo of misrori person inspired by  Henri-Edmond Cross, Steve Dillon, Robert Motherwell, Anja Percival, Iwan Baan Junji Murakami, realistic skin texture, mouth closed, measurements, ceremonial symbols, cinematic composition, ambient occlusion, volumetric light, postprocessing, Breath of The Wild, high resolution, Lord of the rings, Arte Robot","187"
"photo of misrori person  inspired by  Worthington Whittredge, Shintaro Kago, Andreas Achenbach, Jean Delville, Stanley Donwood marc simonetti, annie leibovitz, black fishnet wear, Whimsical Art, Vincent Callebaut, translucent skin, schematics, intricate details, photo - realistic, body portrait","188"
"photo of misrori person  inspired by  Bill Henson, Robert S. Duncanson, Oskar Fischinger, Rembrandt Van Rijn, Frank Lloyd Wright, Norman Bluhm, Norman Rockwell annotations, baroque art jewelry, ambient occlusion, very inspirational, ancient scroll diagram, dynamic pose, 3 5 mm film photography, ingredients, splashes of red, albedo marlboro, shafts of lighting, typography","189"
"photo of misrori person  inspired by  Lisa Keene, Amédée Guillemin, Agostino Tassi, Gustave Doré, John Howe, Chantal Joffe marling artstation, 8 k realistic, concept art, marc simonetti, shafts of lighting, depth of field, pincushion lens effect., style by eddie mendoza, unreal engine, beautiful views, symmetrical eyes, concrete table, extremely detailed, cyberpunk setting, cottagecore!!","190"
